date,number_of_strikes,center_point_geom
2016-08-16,607,POINT(-123.5 28.7)
2016-08-16,671,POINT(-102.0 37.9)
2016-08-16,4340,POINT(-116.5 32.4)
2016-08-16,1378,POINT(-82.4 36.7)
2016-08-16,2591,POINT(-85.3 30.4)
2016-08-16,3878,POINT(-122.4 26.3)
2016-08-16,3547,POINT(-74.8 43.7)
2016-08-16,4875,POINT(-110.1 40.4)
2016-08-17,4318,POINT(-99.1 33.2)
2016-08-17,4568,POINT(-84.9 26.1)
2016-08-17,292,POINT(-99.2 45.8)
2016-08-17,3688,POINT(-98.5 29.1)
2016-08-17,1496,POINT(-121.1 47.3)
2016-08-17,4092,POINT(-100.9 36.5)
2016-08-17,4193,POINT(-79.1 33.2)
2016-08-17,470,POINT(-70.1 42.8)
2016-08-17,2335,POINT(-100.2 46.0)
2016-08-17,3764,POINT(-99.6 33.9)
2016-08-18,2478,POINT(-82.8 34.8)
2016-08-18,1734,POINT(-68.4 35.4)
2016-08-18,1386,POINT(-109.0 47.1)
2016-08-18,2753,POINT(-98.6 41.6)
2016-08-18,524,POINT(-77.2 30.9)
2016-08-18,712,POINT(-88.4 29.4)
2016-08-18,1663,POINT(-118.4 30.5)
2016-08-18,2076,POINT(-87.3 31.3)
2016-08-18,32,POINT(-113.8 30.5)
2016-08-18,2470,POINT(-94.4 40.8)
2016-08-19,1314,POINT(-93.3 27.8)
2016-08-19,3310,POINT(-72.4 34.3)
2016-08-19,371,POINT(-97.3 40.0)
2016-08-19,3737,POINT(-108.2 32.0)
2016-08-19,1294,POINT(-111.1 26.6)
2016-08-19,524,POINT(-72.5 27.0)
2016-08-19,458,POINT(-114.7 28.0)
2016-08-19,1865,POINT(-99.4 45.1)
2016-08-19,4979,POINT(-113.8 40.8)
2016-08-19,3572,POINT(-78.6 26.5)
2016-08-20,2530,POINT(-96.5 34.4)
2016-08-20,3091,POINT(-103.9 31.7)
2016-08-20,1438,POINT(-103.3 38.9)
2016-08-20,3977,POINT(-73.9 37.5)
2016-08-20,932,POINT(-91.8 36.5)
2016-08-20,3147,POINT(-81.9 32.5)
2016-08-20,2169,POINT(-71.2 28.3)
2016-08-20,2557,POINT(-70.9 42.8)
2016-08-20,2989,POINT(-105.3 46.1)
2016-08-20,2291,POINT(-67.9 47.7)
2016-08-21,2659,POINT(-123.5 26.4)
2016-08-21,323,POINT(-102.4 42.8)
2016-08-21,2623,POINT(-71.3 42.4)
2016-08-21,3093,POINT(-108.5 47.7)
2016-08-21,2266,POINT(-108.6 31.1)
2016-08-21,1047,POINT(-106.8 42.8)
2016-08-21,3499,POINT(-88.3 26.3)
2016-08-21,2644,POINT(-98.7 40.1)
2016-08-21,3993,POINT(-81.4 33.4)
2016-08-21,1788,POINT(-71.3 43.5)
2016-08-22,3905,POINT(-84.5 45.7)
2016-08-22,1134,POINT(-112.7 33.8)
2016-08-22,707,POINT(-69.0 37.6)
2016-08-22,2189,POINT(-109.1 27.8)
2016-08-22,1414,POINT(-116.0 35.0)
2016-08-22,1053,POINT(-119.6 33.7)
2016-08-22,1939,POINT(-91.2 29.4)
2016-08-22,1023,POINT(-118.2 46.5)
2016-08-22,236,POINT(-116.7 28.6)
2016-08-22,1838,POINT(-107.0 40.3)
2016-08-23,4927,POINT(-108.1 46.4)
2016-08-23,2033,POINT(-88.7 46.9)
2016-08-23,4976,POINT(-76.0 44.0)
2016-08-23,2462,POINT(-79.3 29.2)
2016-08-23,2095,POINT(-109.3 44.6)
2016-08-23,4293,POINT(-110.3 31.6)
2016-08-23,1090,POINT(-67.1 47.1)
2016-08-23,2330,POINT(-124.5 42.0)
2016-08-23,3200,POINT(-72.2 43.8)
2016-08-23,2640,POINT(-113.0 27.0)
2016-08-24,2573,POINT(-68.2 39.0)
2016-08-24,3302,POINT(-104.5 44.7)
2016-08-24,4631,POINT(-98.6 45.7)
2016-08-24,3596,POINT(-82.6 25.7)
2016-08-24,4441,POINT(-89.7 47.5)
2016-08-24,2957,POINT(-105.9 26.0)
2016-08-24,3969,POINT(-91.8 39.7)
2016-08-24,2823,POINT(-81.2 41.6)
2016-08-24,2593,POINT(-122.5 27.6)
2016-08-24,171,POINT(-124.3 26.2)
2016-08-25,603,POINT(-97.5 43.8)
2016-08-25,3269,POINT(-117.1 34.2)
2016-08-25,4165,POINT(-85.1 27.6)
2016-08-25,2972,POINT(-112.2 43.3)
2016-08-25,3898,POINT(-99.0 45.4)
2016-08-25,3400,POINT(-113.1 39.1)
2016-08-25,4511,POINT(-92.1 28.9)
2016-08-25,673,POINT(-118.0 25.4)
2016-08-25,1142,POINT(-123.6 41.8)
2016-08-25,551,POINT(-121.9 38.2)
2016-08-26,2984,POINT(-67.7 40.6)
2016-08-26,877,POINT(-116.5 44.5)
2016-08-26,2076,POINT(-82.5 35.4)
2016-08-26,441,POINT(-120.9 28.0)
2016-08-26,4845,POINT(-118.5 47.6)
2016-08-26,4288,POINT(-94.5 38.1)
2016-08-26,1216,POINT(-97.1 39.8)
2016-08-26,2538,POINT(-67.9 47.4)
2016-08-26,1179,POINT(-68.3 47.4)
2016-08-26,840,POINT(-78.2 38.7)
2016-08-27,1661,POINT(-88.9 32.1)
2016-08-27,1146,POINT(-97.7 48.9)
2016-08-27,2820,POINT(-103.6 41.3)
2016-08-27,485,POINT(-68.2 34.8)
2016-08-27,2820,POINT(-88.8 38.4)
2016-08-27,1336,POINT(-90.3 35.0)
2016-08-27,1029,POINT(-111.1 46.3)
2016-08-27,1846,POINT(-122.2 36.6)
2016-08-27,4266,POINT(-68.3 44.8)
2016-08-27,2458,POINT(-106.2 45.2)
2016-08-28,4303,POINT(-98.4 44.8)
2016-08-28,1293,POINT(-118.1 42.3)
2016-08-28,669,POINT(-74.8 45.5)
2016-08-28,2020,POINT(-123.3 34.3)
2016-08-28,408,POINT(-75.0 27.8)
2016-08-28,1743,POINT(-116.6 45.2)
2016-08-28,2135,POINT(-71.8 37.0)
2016-08-28,2181,POINT(-81.2 28.1)
2016-08-28,84,POINT(-115.1 27.8)
2016-08-28,4707,POINT(-91.1 28.8)
2016-08-29,3481,POINT(-106.2 43.0)
2016-08-29,846,POINT(-114.3 42.1)
2016-08-29,509,POINT(-73.4 29.9)
2016-08-29,147,POINT(-100.8 45.3)
2016-08-29,2107,POINT(-101.1 31.8)
2016-08-29,3706,POINT(-114.8 44.0)
2016-08-29,1895,POINT(-102.0 36.7)
2016-08-29,2767,POINT(-72.7 42.6)
2016-08-29,3930,POINT(-103.2 34.2)
2016-08-29,1910,POINT(-67.9 33.3)
2016-08-30,2620,POINT(-68.2 45.2)
2016-08-30,3996,POINT(-116.3 25.8)
2016-08-30,1459,POINT(-114.4 48.4)
2016-08-30,556,POINT(-73.2 40.6)
2016-08-30,4686,POINT(-101.4 35.4)
2016-08-30,2013,POINT(-124.7 40.1)
2016-08-30,2106,POINT(-108.6 27.9)
2016-08-30,713,POINT(-89.1 37.3)
2016-08-30,2413,POINT(-77.0 48.6)
2016-08-30,1635,POINT(-117.0 30.6)
2016-08-31,3341,POINT(-118.4 42.3)
2016-08-31,4743,POINT(-69.7 35.4)
2016-08-31,2988,POINT(-79.9 40.7)
2016-08-31,4746,POINT(-89.6 29.9)
2016-08-31,2849,POINT(-78.8 36.3)
2016-08-31,3394,POINT(-99.3 48.5)
2016-08-31,2669,POINT(-79.5 29.7)
2016-08-31,1871,POINT(-102.7 40.3)
2016-08-31,2866,POINT(-110.4 38.8)
2016-08-31,695,POINT(-81.3 38.6)
2016-09-01,4293,POINT(-99.8 39.8)
2016-09-01,1629,POINT(-66.1 37.1)
2016-09-01,4653,POINT(-104.0 25.4)
2016-09-01,1441,POINT(-69.7 46.6)
2016-09-01,885,POINT(-69.0 44.8)
2016-09-01,4723,POINT(-110.5 29.2)
2016-09-01,2471,POINT(-77.1 34.9)
2016-09-01,1375,POINT(-99.0 43.5)
2016-09-01,1253,POINT(-69.9 48.5)
2016-09-01,172,POINT(-98.0 47.8)
2016-09-02,1984,POINT(-80.3 46.6)
2016-09-02,3301,POINT(-97.0 28.8)
2016-09-02,279,POINT(-111.3 46.9)
2016-09-02,641,POINT(-113.0 46.1)
2016-09-02,915,POINT(-99.5 34.0)
2016-09-02,3481,POINT(-79.7 34.5)
2016-09-02,3263,POINT(-88.7 36.0)
2016-09-02,2024,POINT(-83.7 40.7)
2016-09-02,1651,POINT(-108.1 31.3)
2016-09-02,214,POINT(-96.1 25.6)
2016-09-03,591,POINT(-122.3 28.4)
2016-09-03,850,POINT(-75.9 35.6)
2016-09-03,1729,POINT(-65.6 31.8)
2016-09-03,2653,POINT(-100.6 43.3)
2016-09-03,2307,POINT(-124.3 27.6)
2016-09-03,884,POINT(-114.8 47.0)
2016-09-03,699,POINT(-85.8 46.5)
2016-09-03,4010,POINT(-88.3 46.8)
2016-09-03,3151,POINT(-77.7 42.8)
2016-09-03,1432,POINT(-109.8 27.6)
2016-09-04,681,POINT(-79.2 35.5)
2016-09-04,1181,POINT(-83.7 28.2)
2016-09-04,3736,POINT(-105.6 48.7)
2016-09-04,953,POINT(-92.3 33.0)
2016-09-04,1459,POINT(-116.2 39.0)
2016-09-04,3747,POINT(-97.8 43.7)
2016-09-04,2549,POINT(-72.1 47.1)
2016-09-04,3969,POINT(-99.7 43.1)
2016-09-04,4270,POINT(-74.6 41.2)
2016-09-04,2371,POINT(-89.6 36.2)
2016-09-05,3662,POINT(-113.5 39.5)
2016-09-05,3680,POINT(-90.1 27.3)
2016-09-05,1763,POINT(-94.6 46.2)
2016-09-05,2362,POINT(-101.1 38.1)
2016-09-05,1948,POINT(-117.8 26.0)
2016-09-05,380,POINT(-100.0 47.1)
2016-09-05,4958,POINT(-120.6 36.7)
2016-09-05,4489,POINT(-119.1 45.8)
2016-09-05,1941,POINT(-100.0 45.6)
2016-09-05,434,POINT(-106.7 44.6)
2016-09-06,4734,POINT(-69.5 26.5)
2016-09-06,904,POINT(-102.5 30.9)
2016-09-06,607,POINT(-79.5 46.0)
2016-09-06,3072,POINT(-93.2 46.6)
2016-09-06,2346,POINT(-82.8 36.0)
2016-09-06,4698,POINT(-109.4 35.6)
2016-09-06,1697,POINT(-68.5 29.2)
2016-09-06,582,POINT(-93.2 48.2)
2016-09-06,2100,POINT(-75.1 30.1)
2016-09-06,3679,POINT(-103.1 29.6)
2016-09-07,4282,POINT(-119.0 40.9)
2016-09-07,4634,POINT(-84.6 30.8)
2016-09-07,1643,POINT(-124.5 47.5)
2016-09-07,1527,POINT(-96.5 25.3)
2016-09-07,4303,POINT(-113.4 25.1)
2016-09-07,2667,POINT(-87.4 37.1)
2016-09-07,3658,POINT(-66.2 36.7)
2016-09-07,4958,POINT(-97.1 28.9)
2016-09-07,3598,POINT(-76.0 36.9)
2016-09-07,1547,POINT(-94.5 34.9)
2016-09-08,3147,POINT(-95.2 46.4)
2016-09-08,107,POINT(-69.2 25.2)
2016-09-08,3225,POINT(-71.6 48.4)
2016-09-08,4540,POINT(-77.9 40.0)
2016-09-08,4742,POINT(-107.2 28.6)
2016-09-08,3760,POINT(-92.3 26.1)
2016-09-08,3167,POINT(-111.6 37.9)
2016-09-08,4693,POINT(-98.4 30.6)
2016-09-08,353,POINT(-95.9 32.2)
2016-09-08,4676,POINT(-75.1 30.9)
2016-09-09,620,POINT(-71.2 40.6)
2016-09-09,1737,POINT(-100.1 38.3)
2016-09-09,2300,POINT(-123.9 26.9)
2016-09-09,1864,POINT(-73.3 37.6)
2016-09-09,2618,POINT(-114.5 44.0)
2016-09-09,2089,POINT(-87.7 26.9)
2016-09-09,2334,POINT(-123.5 46.4)
2016-09-09,4637,POINT(-101.0 38.9)
2016-09-09,1187,POINT(-65.8 47.8)
2016-09-09,1101,POINT(-119.0 28.6)
2016-09-10,4989,POINT(-99.6 48.8)
2016-09-10,2801,POINT(-106.6 40.5)
2016-09-10,1759,POINT(-70.7 38.6)
2016-09-10,2685,POINT(-72.8 37.4)
2016-09-10,791,POINT(-110.7 25.6)
2016-09-10,3058,POINT(-120.1 47.6)
2016-09-10,2115,POINT(-87.4 40.5)
2016-09-10,3877,POINT(-104.8 27.2)
2016-09-10,4986,POINT(-84.7 25.5)
2016-09-10,4552,POINT(-123.1 26.2)
2016-09-11,2123,POINT(-117.0 39.6)
2016-09-11,3980,POINT(-83.8 39.7)
2016-09-11,2001,POINT(-112.3 37.0)
2016-09-11,1077,POINT(-73.5 32.4)
2016-09-11,1587,POINT(-121.5 37.8)
2016-09-11,1021,POINT(-112.1 37.4)
2016-09-11,2284,POINT(-65.1 25.5)
2016-09-11,4879,POINT(-99.0 31.8)
2016-09-11,1824,POINT(-82.8 26.3)
2016-09-11,2436,POINT(-114.0 46.6)
2016-09-12,4412,POINT(-88.4 42.4)
2016-09-12,4884,POINT(-81.4 48.9)
2016-09-12,2561,POINT(-106.1 32.3)
2016-09-12,3667,POINT(-75.3 46.1)
2016-09-12,17,POINT(-88.8 39.5)
2016-09-12,2565,POINT(-101.7 35.9)
2016-09-12,485,POINT(-91.5 30.3)
2016-09-12,2221,POINT(-90.4 42.7)
2016-09-12,494,POINT(-115.1 46.7)
2016-09-12,4664,POINT(-100.8 30.6)
2016-09-13,2295,POINT(-104.4 29.2)
2016-09-13,4573,POINT(-100.9 41.7)
2016-09-13,3535,POINT(-79.3 48.4)
2016-09-13,3349,POINT(-96.0 43.0)
2016-09-13,2832,POINT(-68.6 31.8)
2016-09-13,4953,POINT(-107.4 35.1)
2016-09-13,2934,POINT(-100.1 34.2)
2016-09-13,268,POINT(-77.8 45.5)
2016-09-13,292,POINT(-92.2 43.5)
2016-09-13,1908,POINT(-92.2 39.1)
2016-09-14,4145,POINT(-121.8 31.6)
2016-09-14,2986,POINT(-101.1 47.5)
2016-09-14,2277,POINT(-108.8 40.7)
2016-09-14,3210,POINT(-65.0 48.3)
2016-09-14,622,POINT(-106.5 38.9)
2016-09-14,697,POINT(-71.9 44.7)
2016-09-14,3700,POINT(-84.4 44.5)
2016-09-14,622,POINT(-104.5 33.1)
2016-09-14,2317,POINT(-92.4 48.1)
2016-09-14,3023,POINT(-74.6 25.5)
2016-09-15,1791,POINT(-72.0 43.4)
2016-09-15,2601,POINT(-115.4 48.2)
2016-09-15,2706,POINT(-104.6 33.1)
2016-09-15,3968,POINT(-104.9 40.6)
2016-09-15,584,POINT(-122.5 38.5)
2016-09-15,1920,POINT(-89.1 43.3)
2016-09-15,3614,POINT(-73.7 45.8)
2016-09-15,679,POINT(-102.1 39.5)
2016-09-15,4374,POINT(-80.6 44.6)
2016-09-15,1293,POINT(-87.3 32.5)
2016-09-16,933,POINT(-102.5 30.5)
2016-09-16,1135,POINT(-116.5 35.3)
2016-09-16,1539,POINT(-82.4 41.3)
2016-09-16,1604,POINT(-73.7 29.5)
2016-09-16,256,POINT(-83.8 41.3)
2016-09-16,3721,POINT(-123.9 34.5)
2016-09-16,1570,POINT(-112.0 44.1)
2016-09-16,2410,POINT(-120.8 25.9)
2016-09-16,2253,POINT(-90.8 41.0)
2016-09-16,3874,POINT(-79.6 40.6)
2016-09-17,1949,POINT(-118.4 47.6)
2016-09-17,3079,POINT(-74.7 42.1)
2016-09-17,236,POINT(-91.7 44.1)
2016-09-17,3557,POINT(-83.6 46.7)
2016-09-17,274,POINT(-66.7 41.2)
2016-09-17,1405,POINT(-120.0 32.0)
2016-09-17,3567,POINT(-70.9 45.9)
2016-09-17,655,POINT(-117.4 42.9)
2016-09-17,3000,POINT(-101.4 35.2)
2016-09-17,1909,POINT(-73.9 42.1)
2016-09-18,2514,POINT(-70.6 45.8)
2016-09-18,2782,POINT(-94.6 48.4)
2016-09-18,1164,POINT(-89.4 47.9)
2016-09-18,597,POINT(-82.5 32.8)
2016-09-18,4581,POINT(-75.0 35.1)
2016-09-18,1831,POINT(-117.7 27.6)
2016-09-18,995,POINT(-76.4 30.9)
2016-09-18,4089,POINT(-96.1 46.2)
2016-09-18,3358,POINT(-98.0 33.7)
2016-09-18,3841,POINT(-99.6 39.9)
2016-09-19,1251,POINT(-94.4 41.0)
2016-09-19,199,POINT(-68.3 43.8)
2016-09-19,990,POINT(-92.1 29.4)
2016-09-19,1708,POINT(-67.8 32.3)
2016-09-19,1725,POINT(-114.2 35.8)
2016-09-19,2603,POINT(-81.6 33.8)
2016-09-19,4146,POINT(-76.3 48.6)
2016-09-19,4443,POINT(-84.3 45.0)
2016-09-19,1108,POINT(-88.6 36.5)
2016-09-19,2336,POINT(-91.1 46.1)
2016-09-20,3257,POINT(-73.3 33.3)
2016-09-20,905,POINT(-75.7 43.9)
2016-09-20,1684,POINT(-117.7 30.4)
2016-09-20,2919,POINT(-74.1 43.5)
2016-09-20,940,POINT(-100.2 36.0)
2016-09-20,4394,POINT(-109.8 27.6)
2016-09-20,733,POINT(-72.8 31.6)
2016-09-20,2950,POINT(-99.1 34.7)
2016-09-20,1099,POINT(-76.5 43.0)
2016-09-20,4588,POINT(-109.2 26.8)
2016-09-21,945,POINT(-124.8 40.8)
2016-09-21,2305,POINT(-95.3 42.2)
2016-09-21,165,POINT(-119.0 40.7)
2016-09-21,1080,POINT(-79.7 43.3)
2016-09-21,1968,POINT(-108.4 29.3)
2016-09-21,2511,POINT(-98.4 39.1)
2016-09-21,4229,POINT(-119.8 47.6)
2016-09-21,3840,POINT(-107.8 39.7)
2016-09-21,864,POINT(-78.1 39.7)
2016-09-21,649,POINT(-115.9 42.7)
2016-09-22,2248,POINT(-86.2 33.0)
2016-09-22,1612,POINT(-70.0 41.8)
2016-09-22,451,POINT(-84.2 47.0)
2016-09-22,4638,POINT(-76.3 25.3)
2016-09-22,1346,POINT(-118.5 45.9)
2016-09-22,3710,POINT(-110.0 30.2)
2016-09-22,958,POINT(-71.3 35.9)
2016-09-22,3383,POINT(-82.1 45.5)
2016-09-22,469,POINT(-86.6 44.8)
2016-09-22,4656,POINT(-85.2 46.4)
2016-09-23,402,POINT(-100.1 47.6)
2016-09-23,3948,POINT(-122.3 35.7)
2016-09-23,1797,POINT(-77.9 40.8)
2016-09-23,4950,POINT(-84.3 34.4)
2016-09-23,2267,POINT(-96.6 33.4)
2016-09-23,1148,POINT(-71.0 35.4)
2016-09-23,3818,POINT(-104.8 42.8)
2016-09-23,4751,POINT(-107.3 37.0)
2016-09-23,2464,POINT(-72.6 44.5)
2016-09-23,1476,POINT(-77.2 42.9)
2016-09-24,3684,POINT(-94.1 25.5)
2016-09-24,1387,POINT(-117.2 40.1)
2016-09-24,2607,POINT(-112.1 35.5)
2016-09-24,151,POINT(-85.6 36.0)
2016-09-24,2669,POINT(-101.9 44.6)
2016-09-24,4606,POINT(-74.8 38.1)
2016-09-24,849,POINT(-68.0 46.3)
2016-09-24,3628,POINT(-76.7 42.1)
2016-09-24,3927,POINT(-102.3 38.3)
2016-09-24,605,POINT(-77.7 43.1)
2016-09-25,1914,POINT(-103.9 25.9)
2016-09-25,290,POINT(-115.0 25.7)
2016-09-25,433,POINT(-123.0 27.0)
2016-09-25,4375,POINT(-101.9 35.5)
2016-09-25,4259,POINT(-70.8 30.7)
2016-09-25,1760,POINT(-110.7 48.6)
2016-09-25,4767,POINT(-112.6 38.0)
2016-09-25,1977,POINT(-66.8 40.9)
2016-09-25,4098,POINT(-123.5 31.7)
2016-09-25,4188,POINT(-77.9 32.7)
2016-09-26,2956,POINT(-105.7 33.1)
2016-09-26,1459,POINT(-122.8 41.8)
2016-09-26,2341,POINT(-69.9 36.4)
2016-09-26,2230,POINT(-116.6 37.4)
2016-09-26,3799,POINT(-91.9 39.2)
2016-09-26,2820,POINT(-108.6 43.5)
2016-09-26,4738,POINT(-121.1 27.2)
2016-09-26,1541,POINT(-122.0 43.6)
2016-09-26,4892,POINT(-118.1 38.5)
2016-09-26,3000,POINT(-120.7 41.1)
2016-09-27,4503,POINT(-79.4 32.9)
2016-09-27,1153,POINT(-95.9 34.8)
2016-09-27,943,POINT(-104.4 30.5)
2016-09-27,1470,POINT(-99.9 48.5)
2016-09-27,2733,POINT(-69.3 36.9)
2016-09-27,2522,POINT(-70.4 48.9)
2016-09-27,295,POINT(-82.1 36.8)
2016-09-27,274,POINT(-71.9 30.3)
2016-09-27,2377,POINT(-105.8 37.2)
2016-09-27,3457,POINT(-102.1 26.0)
2016-09-28,4926,POINT(-88.2 46.7)
2016-09-28,1772,POINT(-87.6 44.6)
2016-09-28,3058,POINT(-96.1 42.4)
2016-09-28,2391,POINT(-101.0 39.6)
2016-09-28,2279,POINT(-65.8 38.9)
2016-09-28,50,POINT(-75.7 48.9)
2016-09-28,77,POINT(-98.9 31.7)
2016-09-28,997,POINT(-81.4 43.7)
2016-09-28,4018,POINT(-108.8 39.0)
2016-09-28,3208,POINT(-119.0 48.4)
2016-09-29,4800,POINT(-103.9 44.9)
2016-09-29,2534,POINT(-100.8 49.0)
2016-09-29,1095,POINT(-124.0 39.1)
2016-09-29,2489,POINT(-76.1 29.9)
2016-09-29,1703,POINT(-103.4 37.1)
2016-09-29,2325,POINT(-90.2 42.1)
2016-09-29,788,POINT(-120.6 43.6)
2016-09-29,4599,POINT(-114.5 25.0)
2016-09-29,1595,POINT(-71.6 37.1)
2016-09-29,1502,POINT(-88.5 30.6)
2016-09-30,670,POINT(-68.0 46.0)
2016-09-30,1358,POINT(-65.1 28.7)
2016-09-30,1309,POINT(-102.7 41.0)
2016-09-30,3950,POINT(-107.1 31.4)
2016-09-30,1996,POINT(-73.5 33.6)
2016-09-30,2054,POINT(-65.1 47.6)
2016-09-30,3526,POINT(-87.2 30.8)
2016-09-30,1068,POINT(-77.3 27.3)
2016-09-30,986,POINT(-78.1 26.7)
2016-09-30,4587,POINT(-103.7 37.1)
2016-10-01,737,POINT(-90.5 40.4)
2016-10-01,2537,POINT(-75.0 32.9)
2016-10-01,3146,POINT(-83.7 41.6)
2016-10-01,352,POINT(-123.7 26.5)
2016-10-01,1457,POINT(-104.8 45.6)
2016-10-01,2389,POINT(-116.3 44.6)
2016-10-01,3669,POINT(-111.0 48.7)
2016-10-01,536,POINT(-70.7 47.5)
2016-10-01,1906,POINT(-122.8 33.5)
2016-10-01,4764,POINT(-111.8 34.6)
2016-10-02,2083,POINT(-106.4 42.9)
2016-10-02,4925,POINT(-88.0 28.2)
2016-10-02,415,POINT(-93.0 32.5)
2016-10-02,1583,POINT(-111.9 27.8)
2016-10-02,4610,POINT(-115.1 35.9)
2016-10-02,3750,POINT(-110.8 38.2)
2016-10-02,4284,POINT(-94.8 30.1)
2016-10-02,4237,POINT(-108.7 25.6)
2016-10-02,1856,POINT(-68.1 42.3)
2016-10-02,1488,POINT(-97.2 25.5)
2016-10-03,2405,POINT(-121.5 48.4)
2016-10-03,781,POINT(-81.2 30.3)
2016-10-03,588,POINT(-105.3 40.9)
2016-10-03,2911,POINT(-85.8 35.4)
2016-10-03,203,POINT(-108.2 26.4)
2016-10-03,2017,POINT(-90.8 36.3)
2016-10-03,1195,POINT(-78.7 37.4)
2016-10-03,2404,POINT(-69.3 45.5)
2016-10-03,3008,POINT(-109.3 42.6)
2016-10-03,1802,POINT(-104.9 26.9)
2016-10-04,1120,POINT(-97.1 30.0)
2016-10-04,4015,POINT(-69.4 32.5)
2016-10-04,2271,POINT(-70.9 27.8)
2016-10-04,3746,POINT(-119.6 36.0)
2016-10-04,3803,POINT(-117.1 48.6)
2016-10-04,1946,POINT(-95.3 37.4)
2016-10-04,4885,POINT(-118.6 42.8)
2016-10-04,4367,POINT(-104.3 41.4)
2016-10-04,739,POINT(-116.1 45.4)
2016-10-04,4388,POINT(-86.8 30.2)
2016-10-05,3461,POINT(-68.0 43.1)
2016-10-05,4467,POINT(-65.2 46.2)
2016-10-05,4546,POINT(-102.5 29.1)
2016-10-05,2150,POINT(-89.1 33.3)
2016-10-05,1654,POINT(-73.6 48.3)
2016-10-05,2810,POINT(-118.0 43.7)
2016-10-05,4972,POINT(-83.6 31.8)
2016-10-05,151,POINT(-100.5 38.5)
2016-10-05,1465,POINT(-112.6 34.7)
2016-10-05,4806,POINT(-100.8 36.8)
2016-10-06,2106,POINT(-120.4 33.5)
2016-10-06,1335,POINT(-83.3 31.7)
2016-10-06,4986,POINT(-109.8 41.2)
2016-10-06,1223,POINT(-106.3 43.7)
2016-10-06,1169,POINT(-117.7 46.0)
2016-10-06,4660,POINT(-73.1 28.7)
2016-10-06,4509,POINT(-95.4 44.7)
2016-10-06,4997,POINT(-90.7 31.1)
2016-10-06,4707,POINT(-90.8 35.3)
2016-10-06,350,POINT(-100.4 46.6)
2016-10-07,3838,POINT(-113.4 35.9)
2016-10-07,1978,POINT(-80.3 29.7)
2016-10-07,713,POINT(-117.4 28.8)
2016-10-07,4423,POINT(-118.8 36.4)
2016-10-07,2439,POINT(-82.4 43.3)
2016-10-07,1810,POINT(-112.5 48.9)
2016-10-07,4922,POINT(-106.6 43.9)
2016-10-07,4658,POINT(-96.5 46.0)
2016-10-07,865,POINT(-98.0 42.9)
2016-10-07,1822,POINT(-82.5 46.5)
2016-10-08,2876,POINT(-87.6 26.8)
2016-10-08,3652,POINT(-86.3 47.3)
2016-10-08,192,POINT(-82.2 34.5)
2016-10-08,3122,POINT(-107.4 47.1)
2016-10-08,4502,POINT(-105.7 26.8)
2016-10-08,1527,POINT(-98.7 42.2)
2016-10-08,1366,POINT(-106.6 42.7)
2016-10-08,2184,POINT(-65.9 48.9)
2016-10-08,3639,POINT(-76.2 43.5)
2016-10-08,3638,POINT(-115.1 34.2)
2016-10-09,4106,POINT(-124.7 38.4)
2016-10-09,3249,POINT(-122.4 33.8)
2016-10-09,3701,POINT(-110.4 29.7)
2016-10-09,28,POINT(-118.1 31.0)
2016-10-09,3413,POINT(-93.0 30.3)
2016-10-09,4689,POINT(-73.5 38.2)
2016-10-09,4561,POINT(-80.8 46.7)
2016-10-09,3014,POINT(-112.1 46.9)
2016-10-09,1142,POINT(-101.0 26.3)
2016-10-09,3349,POINT(-94.5 26.9)
2016-10-10,3321,POINT(-76.4 30.9)
2016-10-10,3382,POINT(-74.7 31.1)
2016-10-10,997,POINT(-70.4 27.3)
2016-10-10,3331,POINT(-94.4 34.3)
2016-10-10,4625,POINT(-83.3 39.1)
2016-10-10,4964,POINT(-118.3 38.9)
2016-10-10,183,POINT(-91.1 38.0)
2016-10-10,3751,POINT(-110.1 33.1)
2016-10-10,3062,POINT(-99.1 42.0)
2016-10-10,736,POINT(-87.0 44.8)
2016-10-11,3770,POINT(-109.6 33.3)
2016-10-11,1885,POINT(-121.9 27.1)
2016-10-11,4043,POINT(-124.4 32.1)
2016-10-11,999,POINT(-123.7 28.3)
2016-10-11,3754,POINT(-124.5 36.2)
2016-10-11,2696,POINT(-118.4 28.7)
2016-10-11,429,POINT(-110.6 36.1)
2016-10-11,603,POINT(-111.7 30.3)
2016-10-11,1784,POINT(-65.8 42.7)
2016-10-11,2469,POINT(-106.6 25.7)
2016-10-12,945,POINT(-117.4 38.3)
2016-10-12,3818,POINT(-92.3 29.1)
2016-10-12,341,POINT(-73.5 25.0)
2016-10-12,3459,POINT(-84.3 45.9)
2016-10-12,2712,POINT(-107.2 41.1)
2016-10-12,4016,POINT(-91.3 27.4)
2016-10-12,3878,POINT(-82.1 40.9)
2016-10-12,4210,POINT(-81.3 39.7)
2016-10-12,211,POINT(-85.0 36.4)
2016-10-12,2507,POINT(-72.8 35.1)
2016-10-13,1852,POINT(-72.8 46.3)
2016-10-13,1876,POINT(-90.3 30.9)
2016-10-13,2006,POINT(-99.2 34.6)
2016-10-13,919,POINT(-86.5 32.9)
2016-10-13,4315,POINT(-75.9 43.5)
2016-10-13,4668,POINT(-124.7 47.0)
2016-10-13,3199,POINT(-65.5 45.4)
2016-10-13,780,POINT(-114.0 44.1)
2016-10-13,3165,POINT(-96.8 48.7)
