date,number_of_strikes,center_point_geom
2018-09-08,17,POINT(-107.6 29.7)
2018-10-30,32,POINT(-81.4 45.6)
2018-11-09,27,POINT(-88.7 45.2)
2018-04-28,20,POINT(-119.1 23.1)
2018-10-28,86,POINT(-89.6 48.5)
2018-06-10,16,POINT(-95.4 25.5)
2018-07-17,3,POINT(-110.2 32.4)
2018-09-17,36,POINT(-70.2 26.5)
2018-05-28,6,POINT(-75.1 45.8)
2018-08-28,31,POINT(-105.4 42.5)
2018-02-16,63,POINT(-92.9 30.6)
2018-07-17,24,POINT(-104.2 40.5)
2018-02-16,19,POINT(-81.2 25.5)
2018-03-19,13,POINT(-73.5 31.5)
2018-05-04,10,POINT(-102.1 31.3)
2018-03-16,9,POINT(-79.7 27.1)
2018-12-25,21,POINT(-95.1 46.3)
2018-05-17,28,POINT(-100.2 40.4)
2018-03-31,23,POINT(-73.1 28.4)
2018-11-21,5,POINT(-94.5 27.3)
2018-03-02,14,POINT(-96.6 20.5)
2018-05-18,32,POINT(-86.4 30.4)
2018-02-19,13,POINT(-106.9 35.8)
2018-09-16,16,POINT(-103.8 28.3)
2018-04-17,30,POINT(-73.4 41.0)
2018-04-23,22,POINT(-86.1 32.4)
2018-12-16,11,POINT(-78.7 29.5)
2018-09-11,46,POINT(-106.4 48.2)
2018-04-28,4,POINT(-92.8 27.9)
2018-07-17,109,POINT(-71.4 31.9)
2018-12-03,3,POINT(-104.1 31.5)
2018-12-31,1,POINT(-112.0 27.2)
2018-02-20,45,POINT(-94.5 26.5)
2018-09-02,6,POINT(-100.6 29.1)
2018-02-04,27,POINT(-112.0 45.9)
2018-10-29,34,POINT(-75.6 43.0)
2018-03-10,40,POINT(-70.5 40.4)
2018-12-15,96,POINT(-91.6 33.7)
2018-11-16,7,POINT(-81.3 35.2)
2018-02-18,25,POINT(-77.0 28.0)
2018-03-15,3,POINT(-85.0 22.2)
2018-07-11,11,POINT(-117.8 29.9)
2018-09-18,38,POINT(-112.1 34.9)
2018-12-22,10,POINT(-116.5 21.7)
2018-03-11,18,POINT(-119.5 22.6)
2018-03-31,15,POINT(-104.7 27.9)
2018-09-17,21,POINT(-100.4 31.0)
2018-05-06,73,POINT(-107.9 31.8)
2018-08-19,2,POINT(-116.8 23.5)
2018-10-22,18,POINT(-93.5 26.8)
2018-05-09,40,POINT(-106.3 27.8)
2018-10-07,14,POINT(-80.2 22.0)
2018-11-09,2,POINT(-119.6 29.8)
2018-04-10,17,POINT(-77.9 22.2)
2018-11-22,9,POINT(-72.3 41.1)
2018-10-24,4,POINT(-84.2 31.6)
2018-07-01,38,POINT(-83.3 29.8)
2018-06-23,15,POINT(-73.3 23.8)
2018-11-12,55,POINT(-109.5 26.8)
2018-12-30,33,POINT(-70.3 27.0)
2018-07-07,24,POINT(-81.3 49.6)
2018-02-26,1,POINT(-83.7 45.1)
2018-01-31,12,POINT(-101.9 20.5)
2018-03-25,5,POINT(-92.7 38.5)
2018-06-01,49,POINT(-87.3 27.7)
2018-02-05,4,POINT(-89.0 23.1)
2018-08-01,7,POINT(-84.8 41.2)
2018-12-30,15,POINT(-115.9 23.9)
2018-04-16,7,POINT(-102.2 33.3)
2018-12-08,5,POINT(-98.3 39.0)
2018-08-08,19,POINT(-107.0 36.6)
2018-06-12,2,POINT(-111.4 49.3)
2018-08-08,2,POINT(-113.1 43.6)
2018-09-27,10,POINT(-101.7 43.2)
2018-04-30,26,POINT(-95.3 30.7)
2018-12-02,17,POINT(-116.9 20.3)
2018-07-01,11,POINT(-72.7 42.0)
2018-04-16,17,POINT(-81.7 50.0)
2018-08-05,10,POINT(-83.5 32.2)
2018-07-24,56,POINT(-111.4 49.6)
2018-03-11,2,POINT(-89.8 24.3)
2018-02-13,23,POINT(-93.5 28.9)
2018-11-25,45,POINT(-70.9 25.1)
2018-10-28,33,POINT(-82.6 34.3)
2018-08-16,5,POINT(-91.2 43.9)
2018-07-03,8,POINT(-77.5 30.2)
2018-04-17,26,POINT(-112.2 47.2)
2018-03-25,2,POINT(-119.2 36.3)
2018-12-04,34,POINT(-85.5 34.0)
2018-09-07,26,POINT(-115.1 43.6)
2018-12-29,27,POINT(-114.2 23.0)
2018-01-21,3,POINT(-82.8 43.2)
2018-07-15,26,POINT(-106.5 27.3)
2018-06-27,23,POINT(-88.6 28.4)
2018-01-07,36,POINT(-74.1 38.0)
2018-03-11,1,POINT(-104.2 47.1)
2018-05-07,1,POINT(-109.1 37.4)
2018-06-09,10,POINT(-114.7 39.5)
2018-09-05,4,POINT(-113.5 43.3)
2018-07-22,17,POINT(-116.9 27.8)
2018-05-28,50,POINT(-115.6 44.8)
2018-05-23,10,POINT(-98.4 32.5)
2018-07-18,38,POINT(-104.0 25.3)
2018-06-03,1,POINT(-84.7 30.5)
2018-05-22,4,POINT(-76.5 27.4)
2018-11-09,1,POINT(-80.8 26.9)
2018-06-14,8,POINT(-93.5 28.5)
2018-11-10,48,POINT(-114.9 25.4)
2018-01-21,3,POINT(-84.5 40.0)
2018-03-23,19,POINT(-101.9 37.4)
2018-03-10,13,POINT(-115.7 39.5)
2018-05-11,56,POINT(-77.9 30.3)
2018-03-28,3,POINT(-103.1 43.1)
2018-08-06,5,POINT(-109.1 23.9)
2018-11-01,1,POINT(-76.4 37.1)
2018-12-11,12,POINT(-74.9 28.3)
2018-12-07,7,POINT(-103.1 35.8)
2018-06-10,41,POINT(-102.3 29.7)
2018-06-27,19,POINT(-91.0 43.7)
2018-04-27,20,POINT(-83.3 46.7)
2018-07-15,16,POINT(-116.8 42.3)
2018-11-23,2,POINT(-90.3 25.3)
2018-03-27,12,POINT(-72.4 28.2)
2018-10-16,153,POINT(-106.9 47.6)
2018-03-22,37,POINT(-74.6 33.1)
2018-06-01,45,POINT(-72.5 48.2)
2018-03-02,35,POINT(-106.5 31.8)
2018-03-02,3,POINT(-82.3 48.6)
2018-12-20,6,POINT(-108.1 47.8)
2018-01-28,1,POINT(-83.1 39.8)
2018-02-12,8,POINT(-80.1 20.3)
2018-06-18,3,POINT(-107.6 32.0)
2018-03-27,13,POINT(-84.2 47.3)
2018-06-26,23,POINT(-79.4 46.6)
2018-01-17,42,POINT(-102.1 25.6)
2018-04-08,28,POINT(-111.6 32.0)
2018-07-17,56,POINT(-115.4 45.1)
2018-04-08,2,POINT(-91.2 37.3)
2018-03-06,1,POINT(-71.1 45.4)
2018-11-26,22,POINT(-78.9 44.8)
2018-12-07,7,POINT(-98.2 47.2)
2018-01-05,6,POINT(-93.2 23.5)
2018-01-02,9,POINT(-106.0 24.4)
2018-01-22,7,POINT(-111.8 22.5)
2018-04-22,15,POINT(-95.9 48.1)
2018-02-26,12,POINT(-96.8 34.3)
2018-03-07,15,POINT(-93.9 21.9)
2018-11-26,23,POINT(-72.4 29.6)
2018-04-08,10,POINT(-89.8 30.5)
2018-05-24,6,POINT(-89.7 44.3)
2018-05-05,4,POINT(-113.6 42.1)
2018-06-16,9,POINT(-70.2 40.7)
2018-03-27,28,POINT(-81.4 20.7)
2018-03-17,29,POINT(-76.1 47.3)
2018-12-10,22,POINT(-99.3 26.5)
2018-10-21,6,POINT(-94.9 38.9)
2018-02-28,18,POINT(-93.9 21.9)
2018-05-18,17,POINT(-110.3 22.4)
2018-04-09,14,POINT(-85.5 20.3)
2018-07-11,16,POINT(-74.9 37.0)
2018-08-31,14,POINT(-111.8 38.9)
2018-11-15,17,POINT(-115.7 21.5)
2018-02-18,26,POINT(-83.1 28.7)
2018-02-01,3,POINT(-106.3 45.5)
2018-10-04,28,POINT(-88.8 23.0)
2018-01-20,3,POINT(-85.2 26.5)
2018-06-03,2,POINT(-103.9 32.7)
2018-03-09,75,POINT(-79.2 45.3)
2018-08-02,63,POINT(-92.5 27.6)
2018-05-23,2,POINT(-76.6 49.9)
2018-08-20,12,POINT(-81.8 30.7)
2018-08-01,5,POINT(-76.6 31.6)
2018-03-20,14,POINT(-119.0 23.7)
2018-08-02,36,POINT(-107.8 40.4)
2018-04-26,61,POINT(-115.5 27.3)
2018-04-02,21,POINT(-97.9 38.9)
2018-09-27,9,POINT(-75.5 26.7)
2018-06-17,19,POINT(-96.6 31.6)
2018-02-27,8,POINT(-77.5 45.7)
2018-10-11,49,POINT(-103.6 42.2)
2018-01-26,41,POINT(-103.0 24.6)
2018-03-07,17,POINT(-75.2 38.2)
2018-09-05,8,POINT(-98.7 38.9)
2018-09-11,7,POINT(-80.5 22.7)
2018-02-13,1,POINT(-108.2 34.0)
2018-04-07,34,POINT(-72.6 27.8)
2018-02-11,12,POINT(-91.3 34.0)
2018-08-15,8,POINT(-82.0 43.3)
2018-09-19,13,POINT(-115.5 24.7)
2018-06-16,35,POINT(-95.4 23.7)
2018-10-06,3,POINT(-74.9 28.1)
2018-03-30,39,POINT(-76.1 48.6)
2018-06-27,46,POINT(-117.7 42.4)
2018-07-16,59,POINT(-104.8 20.6)
2018-11-03,11,POINT(-97.8 32.0)
2018-09-24,5,POINT(-111.4 27.7)
2018-09-25,10,POINT(-83.5 39.1)
2018-03-15,9,POINT(-110.8 33.8)
2018-01-08,4,POINT(-102.7 48.9)
2018-10-24,19,POINT(-86.8 26.6)
2018-06-13,13,POINT(-95.9 37.6)
2018-03-26,41,POINT(-83.1 41.0)
2018-03-13,1,POINT(-71.9 44.8)
2018-02-24,21,POINT(-114.2 32.2)
2018-02-16,29,POINT(-84.5 40.6)
2018-08-26,29,POINT(-108.5 29.1)
2018-04-14,44,POINT(-99.3 33.1)
2018-07-29,27,POINT(-118.4 46.9)
2018-02-11,53,POINT(-113.2 48.5)
2018-11-12,9,POINT(-104.0 41.6)
2018-09-25,14,POINT(-102.9 31.2)
2018-09-20,1,POINT(-75.0 44.6)
2018-12-02,1,POINT(-82.9 20.8)
2018-12-31,6,POINT(-71.4 23.1)
2018-09-16,3,POINT(-90.0 39.8)
2018-10-10,7,POINT(-107.9 28.7)
2018-04-24,4,POINT(-103.6 48.5)
2018-12-29,1,POINT(-104.0 33.1)
2018-02-09,49,POINT(-103.7 32.9)
2018-08-08,1,POINT(-86.4 40.3)
2018-05-09,27,POINT(-93.5 43.0)
2018-01-08,4,POINT(-100.7 34.3)
2018-04-11,49,POINT(-112.5 26.4)
2018-06-25,45,POINT(-118.9 43.2)
2018-04-17,22,POINT(-109.1 29.6)
2018-04-11,23,POINT(-114.6 25.3)
2018-09-17,1,POINT(-80.7 38.9)
2018-09-03,84,POINT(-114.4 22.7)
2018-10-02,43,POINT(-83.8 49.1)
2018-02-01,46,POINT(-100.7 39.0)
2018-05-17,22,POINT(-116.3 49.6)
2018-01-12,9,POINT(-79.4 30.2)
2018-10-29,45,POINT(-91.0 49.1)
2018-01-16,7,POINT(-108.2 24.4)
2018-05-09,17,POINT(-75.3 21.2)
2018-03-04,3,POINT(-117.7 21.0)
2018-04-19,52,POINT(-109.9 33.9)
2018-01-21,4,POINT(-82.4 22.5)
2018-06-07,6,POINT(-84.5 35.4)
2018-09-26,17,POINT(-105.5 29.8)
2018-06-11,29,POINT(-116.9 30.1)
2018-09-17,20,POINT(-77.1 39.1)
2018-04-12,6,POINT(-104.3 24.9)
2018-08-11,1,POINT(-110.2 43.0)
2018-02-28,29,POINT(-94.2 37.5)
2018-09-04,85,POINT(-74.5 47.4)
2018-05-08,34,POINT(-117.8 30.9)
2018-10-10,13,POINT(-81.7 49.5)
2018-11-21,47,POINT(-91.4 37.3)
2018-01-25,11,POINT(-98.7 49.2)
2018-05-11,15,POINT(-82.8 20.8)
2018-12-19,13,POINT(-71.7 41.8)
2018-07-15,12,POINT(-108.5 44.5)
2018-10-08,30,POINT(-112.8 21.6)
2018-06-03,15,POINT(-74.4 37.4)
2018-05-13,8,POINT(-86.6 44.1)
2018-08-15,6,POINT(-98.1 36.8)
2018-07-08,1,POINT(-91.3 21.9)
2018-09-22,18,POINT(-82.7 40.8)
2018-05-14,6,POINT(-81.3 21.8)
2018-07-30,4,POINT(-74.0 44.5)
2018-03-01,22,POINT(-98.7 21.3)
2018-12-30,23,POINT(-105.3 24.1)
2018-12-30,28,POINT(-88.0 28.3)
2018-08-01,15,POINT(-99.2 39.0)
2018-08-04,45,POINT(-90.3 49.3)
2018-08-14,56,POINT(-99.0 23.5)
2018-05-11,33,POINT(-112.4 24.3)
2018-03-17,21,POINT(-96.5 31.1)
2018-10-13,8,POINT(-85.5 45.1)
2018-10-04,82,POINT(-80.0 34.0)
2018-06-05,7,POINT(-95.3 29.6)
2018-09-05,5,POINT(-111.7 36.8)
2018-08-06,12,POINT(-99.3 27.8)
2018-07-09,2,POINT(-80.7 32.0)
2018-06-12,77,POINT(-99.4 30.0)
2018-06-29,18,POINT(-85.2 44.1)
2018-02-03,17,POINT(-94.6 47.7)
2018-02-10,22,POINT(-107.9 42.8)
2018-11-03,14,POINT(-80.2 33.2)
2018-12-04,1,POINT(-115.8 35.1)
2018-11-10,19,POINT(-93.8 23.8)
2018-03-16,26,POINT(-109.6 42.4)
2018-10-06,11,POINT(-116.6 37.9)
2018-06-25,29,POINT(-94.9 47.1)
2018-05-30,6,POINT(-95.0 26.0)
2018-09-30,6,POINT(-84.7 42.8)
2018-11-21,4,POINT(-82.8 40.5)
2018-04-18,10,POINT(-83.6 28.0)
2018-05-19,38,POINT(-99.5 40.0)
2018-12-16,36,POINT(-88.4 47.7)
2018-09-28,10,POINT(-91.2 47.6)
2018-12-13,18,POINT(-98.9 41.6)
2018-10-16,26,POINT(-90.1 21.4)
2018-07-31,6,POINT(-72.6 46.2)
2018-09-29,4,POINT(-110.4 39.7)
2018-03-07,72,POINT(-74.7 29.3)
2018-09-05,20,POINT(-117.3 25.6)
2018-06-05,80,POINT(-104.6 23.5)
2018-02-16,9,POINT(-105.6 21.5)
2018-07-20,25,POINT(-88.7 42.6)
2018-05-28,6,POINT(-113.4 27.1)
2018-05-04,7,POINT(-75.9 20.7)
2018-01-01,15,POINT(-78.6 31.9)
2018-09-04,8,POINT(-87.4 34.5)
2018-12-09,4,POINT(-97.1 25.1)
2018-05-08,7,POINT(-73.4 21.3)
2018-07-10,1,POINT(-78.5 25.7)
2018-03-08,25,POINT(-95.0 40.4)
2018-01-04,14,POINT(-84.9 22.5)
2018-10-30,2,POINT(-91.7 36.7)
2018-10-21,4,POINT(-90.6 24.4)
2018-05-23,3,POINT(-103.5 25.9)
2018-07-10,19,POINT(-96.9 31.8)
2018-01-21,2,POINT(-116.1 23.0)
2018-08-15,29,POINT(-102.1 25.2)
2018-11-09,1,POINT(-85.2 30.5)
2018-04-27,6,POINT(-72.3 29.9)
2018-10-29,45,POINT(-71.8 42.5)
2018-05-22,26,POINT(-92.2 22.2)
2018-02-08,2,POINT(-89.7 45.8)
2018-12-21,35,POINT(-110.7 44.5)
2018-09-09,14,POINT(-85.2 43.0)
2018-11-29,38,POINT(-116.5 29.3)
2018-07-26,19,POINT(-105.8 44.7)
2018-07-29,23,POINT(-86.6 25.5)
2018-04-25,101,POINT(-104.5 23.7)
2018-08-13,6,POINT(-117.5 21.3)
2018-05-14,20,POINT(-78.4 48.2)
2018-09-08,13,POINT(-104.5 29.2)
2018-08-07,1,POINT(-116.8 47.5)
2018-04-01,1,POINT(-116.3 28.2)
2018-12-20,3,POINT(-107.4 47.2)
2018-02-15,21,POINT(-111.1 47.1)
2018-02-07,17,POINT(-81.3 47.7)
2018-05-22,17,POINT(-103.9 34.9)
2018-04-10,1,POINT(-79.8 46.0)
2018-11-24,13,POINT(-111.3 48.5)
2018-07-09,52,POINT(-95.4 29.7)
2018-02-04,11,POINT(-85.6 32.6)
2018-05-27,20,POINT(-87.4 41.6)
2018-01-30,31,POINT(-89.9 29.0)
2018-11-30,31,POINT(-73.8 42.6)
2018-03-25,15,POINT(-108.6 22.2)
2018-10-08,40,POINT(-95.3 35.7)
2018-12-10,10,POINT(-75.8 23.7)
2018-09-27,44,POINT(-116.1 28.8)
2018-06-03,6,POINT(-117.2 27.8)
2018-04-12,7,POINT(-108.3 45.2)
2018-08-03,2,POINT(-88.3 25.8)
2018-05-30,32,POINT(-107.0 44.3)
2018-03-24,11,POINT(-110.5 43.8)
2018-04-20,6,POINT(-97.1 35.0)
2018-10-02,6,POINT(-89.3 27.0)
2018-07-20,47,POINT(-107.6 26.8)
2018-10-11,36,POINT(-105.0 33.9)
2018-06-22,17,POINT(-89.3 20.3)
2018-11-23,20,POINT(-72.7 35.9)
2018-07-25,13,POINT(-86.3 48.6)
2018-03-04,10,POINT(-80.9 24.6)
2018-03-14,50,POINT(-101.7 37.2)
2018-09-08,3,POINT(-106.4 48.9)
2018-05-04,11,POINT(-97.3 45.8)
2018-05-01,9,POINT(-79.6 45.5)
2018-10-02,14,POINT(-97.2 44.7)
2018-04-30,13,POINT(-77.7 29.3)
2018-11-13,15,POINT(-70.6 46.7)
2018-06-13,4,POINT(-116.4 48.2)
2018-10-13,15,POINT(-117.7 34.9)
2018-09-22,6,POINT(-112.5 30.6)
2018-11-16,5,POINT(-100.8 32.4)
2018-06-10,2,POINT(-113.4 30.0)
2018-11-04,29,POINT(-76.5 26.4)
2018-03-30,12,POINT(-118.8 38.6)
2018-05-22,20,POINT(-104.2 36.9)
2018-07-22,27,POINT(-110.8 33.9)
2018-11-05,23,POINT(-73.4 22.9)
2018-08-15,13,POINT(-86.5 43.9)
2018-11-30,10,POINT(-74.4 25.2)
2018-08-10,10,POINT(-71.4 23.4)
2018-02-10,21,POINT(-95.1 38.7)
2018-07-15,14,POINT(-108.3 32.0)
2018-03-09,38,POINT(-110.3 21.8)
2018-09-21,42,POINT(-108.9 30.7)
2018-01-02,4,POINT(-84.6 43.2)
2018-12-27,3,POINT(-118.0 38.5)
2018-05-05,20,POINT(-117.4 30.9)
2018-04-20,8,POINT(-89.6 25.8)
2018-03-27,1,POINT(-87.9 39.0)
2018-04-30,44,POINT(-86.7 46.6)
2018-05-07,6,POINT(-101.4 39.4)
2018-09-12,53,POINT(-79.7 44.4)
2018-07-02,26,POINT(-93.3 35.6)
2018-01-16,29,POINT(-114.7 41.5)
2018-03-03,5,POINT(-80.1 46.9)
2018-06-07,6,POINT(-72.3 43.2)
2018-09-25,15,POINT(-117.0 47.3)
2018-02-04,4,POINT(-100.4 32.9)
2018-09-24,8,POINT(-95.6 47.1)
2018-03-05,8,POINT(-112.7 38.6)
2018-02-19,4,POINT(-76.6 46.1)
2018-09-12,5,POINT(-105.8 21.2)
2018-05-29,32,POINT(-80.8 39.7)
2018-11-21,4,POINT(-86.5 45.4)
2018-10-31,1,POINT(-90.1 25.2)
2018-10-03,20,POINT(-110.4 39.9)
2018-12-23,75,POINT(-109.0 44.7)
2018-06-21,9,POINT(-117.6 28.6)
2018-07-20,3,POINT(-108.0 32.2)
2018-11-20,17,POINT(-102.7 37.1)
2018-02-04,48,POINT(-78.3 35.6)
2018-08-04,31,POINT(-101.7 21.2)
2018-03-06,20,POINT(-82.3 23.0)
2018-01-08,8,POINT(-98.0 23.0)
2018-10-28,16,POINT(-80.8 27.9)
2018-12-09,2,POINT(-71.2 27.4)
2018-11-28,23,POINT(-108.0 42.3)
2018-03-17,26,POINT(-76.9 37.2)
2018-06-23,68,POINT(-88.9 42.9)
2018-02-16,7,POINT(-79.1 22.1)
2018-01-15,1,POINT(-87.4 34.6)
2018-12-27,16,POINT(-98.8 29.7)
2018-05-27,25,POINT(-108.6 45.5)
2018-01-26,32,POINT(-116.5 41.2)
2018-11-04,5,POINT(-93.2 46.1)
2018-04-03,7,POINT(-70.5 21.4)
2018-08-20,15,POINT(-83.1 41.6)
2018-01-21,9,POINT(-103.6 36.2)
2018-11-03,40,POINT(-78.6 44.8)
2018-02-07,13,POINT(-81.6 35.2)
2018-10-03,33,POINT(-105.9 36.2)
2018-06-06,18,POINT(-119.3 21.6)
2018-06-28,30,POINT(-114.1 40.1)
2018-05-12,9,POINT(-76.1 28.2)
2018-11-07,36,POINT(-78.2 20.6)
2018-12-14,7,POINT(-105.2 22.0)
2018-01-28,16,POINT(-105.7 48.7)
2018-09-17,5,POINT(-80.4 30.4)
2018-03-17,13,POINT(-73.1 46.0)
2018-03-08,8,POINT(-81.0 48.8)
2018-12-08,7,POINT(-89.7 48.3)
2018-07-13,69,POINT(-107.9 46.5)
2018-06-11,4,POINT(-93.7 46.8)
2018-12-13,31,POINT(-108.3 28.7)
2018-12-27,83,POINT(-79.6 24.5)
2018-09-14,1,POINT(-100.7 39.2)
2018-03-13,25,POINT(-78.3 34.6)
2018-03-28,6,POINT(-100.9 23.0)
2018-09-19,1,POINT(-78.8 40.3)
2018-08-02,11,POINT(-103.3 36.9)
2018-06-02,55,POINT(-98.0 45.9)
2018-07-29,1,POINT(-89.2 38.3)
2018-03-02,18,POINT(-116.5 37.2)
2018-09-25,14,POINT(-72.6 33.2)
2018-09-19,42,POINT(-91.3 33.9)
2018-08-06,2,POINT(-94.6 48.6)
2018-10-10,23,POINT(-78.0 24.2)
2018-05-16,23,POINT(-76.7 33.4)
2018-12-28,23,POINT(-93.9 39.7)
2018-04-03,58,POINT(-73.6 33.0)
2018-04-19,35,POINT(-116.8 28.5)
2018-08-29,1,POINT(-114.3 28.6)
2018-12-21,13,POINT(-90.2 27.0)
2018-05-22,11,POINT(-102.3 30.3)
2018-10-18,8,POINT(-96.8 46.2)
2018-08-25,13,POINT(-103.6 35.2)
2018-12-06,10,POINT(-99.8 27.2)
2018-11-08,12,POINT(-78.9 31.5)
2018-06-26,78,POINT(-90.3 23.2)
2018-05-21,2,POINT(-70.1 47.1)
2018-07-08,52,POINT(-80.7 32.2)
2018-02-18,14,POINT(-106.3 49.4)
2018-10-29,20,POINT(-106.8 30.4)
2018-07-09,36,POINT(-103.2 45.1)
2018-05-16,9,POINT(-77.8 27.7)
2018-02-12,12,POINT(-118.6 22.3)
2018-12-19,11,POINT(-108.5 21.0)
2018-03-31,10,POINT(-74.8 38.2)
2018-10-22,52,POINT(-88.0 29.3)
2018-12-07,36,POINT(-108.7 33.3)
2018-09-02,3,POINT(-109.0 44.6)
2018-07-11,3,POINT(-76.9 27.4)
2018-11-14,12,POINT(-75.3 29.3)
2018-04-16,3,POINT(-107.2 45.4)
2018-12-29,20,POINT(-99.0 34.8)
2018-11-06,4,POINT(-78.3 44.8)
2018-08-21,15,POINT(-81.4 31.2)
2018-09-22,1,POINT(-79.3 32.0)
2018-12-10,8,POINT(-94.1 25.0)
2018-02-06,23,POINT(-74.4 47.5)
2018-11-01,14,POINT(-103.7 46.9)
2018-02-10,77,POINT(-112.2 49.5)
2018-01-17,42,POINT(-84.6 32.1)
2018-12-10,9,POINT(-93.0 44.6)
2018-10-04,1,POINT(-77.3 32.4)
2018-11-03,38,POINT(-115.9 33.6)
2018-02-28,49,POINT(-77.8 44.9)
2018-07-02,35,POINT(-105.3 25.3)
2018-02-10,3,POINT(-87.3 26.6)
2018-02-08,124,POINT(-118.0 29.4)
2018-07-11,6,POINT(-89.5 43.6)
2018-09-24,26,POINT(-84.1 31.2)
2018-05-27,48,POINT(-101.6 30.7)
2018-11-29,6,POINT(-109.2 50.0)
2018-05-07,48,POINT(-93.1 31.5)
2018-02-15,8,POINT(-78.3 27.4)
2018-02-14,75,POINT(-103.8 38.7)
2018-01-01,7,POINT(-107.4 44.1)
2018-06-17,62,POINT(-106.1 22.1)
2018-04-18,2,POINT(-72.5 38.6)
2018-01-19,25,POINT(-102.0 21.1)
2018-11-28,16,POINT(-119.8 35.8)
2018-03-13,13,POINT(-80.9 27.7)
2018-04-19,6,POINT(-85.0 29.2)
2018-09-25,25,POINT(-113.6 34.0)
2018-08-28,5,POINT(-70.8 47.8)
2018-10-28,17,POINT(-89.6 41.3)
2018-03-31,6,POINT(-95.0 48.1)
2018-04-13,63,POINT(-100.9 39.8)
2018-09-07,1,POINT(-75.1 20.2)
2018-01-08,5,POINT(-107.8 28.0)
2018-06-02,6,POINT(-105.7 47.2)
2018-12-13,11,POINT(-113.9 39.3)
2018-06-23,6,POINT(-82.0 49.4)
2018-12-09,14,POINT(-90.2 24.7)
2018-06-07,42,POINT(-89.5 28.9)
2018-08-03,25,POINT(-109.1 30.9)
2018-06-26,18,POINT(-87.4 29.8)
2018-06-24,2,POINT(-81.7 27.6)
2018-12-06,24,POINT(-102.1 33.3)
2018-12-04,4,POINT(-79.9 39.3)
2018-05-26,31,POINT(-102.6 29.3)
2018-11-20,6,POINT(-82.1 22.4)
2018-06-10,11,POINT(-118.3 41.3)
2018-05-07,9,POINT(-92.4 33.8)
2018-03-23,40,POINT(-71.5 36.7)
2018-05-27,3,POINT(-70.9 33.7)
2018-08-27,17,POINT(-105.9 46.7)
2018-03-25,4,POINT(-97.9 36.8)
2018-04-23,25,POINT(-116.9 47.7)
2018-08-13,48,POINT(-76.3 35.3)
2018-11-28,12,POINT(-91.6 28.8)
2018-08-31,14,POINT(-100.7 30.7)
2018-05-23,53,POINT(-114.4 35.7)
2018-02-10,15,POINT(-72.7 35.9)
2018-09-15,14,POINT(-93.5 40.6)
2018-10-12,18,POINT(-105.9 26.7)
2018-04-15,24,POINT(-102.5 39.8)
2018-07-21,3,POINT(-106.5 43.4)
2018-11-03,35,POINT(-89.9 40.3)
2018-11-27,12,POINT(-73.5 34.5)
2018-09-23,2,POINT(-77.2 49.8)
2018-07-29,31,POINT(-97.0 32.1)
2018-02-20,10,POINT(-78.7 23.2)
2018-04-28,3,POINT(-98.8 44.6)
2018-07-20,21,POINT(-107.4 26.4)
2018-02-08,43,POINT(-70.8 41.4)
2018-01-28,44,POINT(-104.8 25.4)
2018-09-16,64,POINT(-103.8 20.5)
2018-03-25,41,POINT(-70.5 24.8)
2018-06-04,1,POINT(-113.3 31.3)
2018-04-27,10,POINT(-82.0 23.2)
2018-01-02,35,POINT(-73.2 25.9)
2018-04-03,10,POINT(-94.4 42.9)
2018-06-15,19,POINT(-119.9 43.1)
2018-12-16,19,POINT(-101.2 44.5)
2018-10-23,10,POINT(-114.4 45.2)
2018-09-15,47,POINT(-99.2 32.6)
2018-03-22,14,POINT(-80.5 46.0)
2018-09-25,13,POINT(-98.1 35.8)
2018-08-23,120,POINT(-98.4 34.1)
2018-11-17,14,POINT(-92.2 41.6)
2018-11-07,4,POINT(-90.9 26.4)
2018-10-28,15,POINT(-77.2 43.7)
2018-12-23,34,POINT(-104.6 32.9)
2018-08-01,30,POINT(-78.9 23.8)
2018-03-03,32,POINT(-91.7 23.6)
2018-02-18,25,POINT(-105.0 24.9)
2018-05-07,6,POINT(-105.2 46.7)
2018-08-11,40,POINT(-101.9 49.7)
2018-10-06,45,POINT(-88.9 30.7)
2018-10-21,5,POINT(-108.5 28.8)
2018-10-11,3,POINT(-74.0 26.6)
2018-10-04,75,POINT(-91.3 44.7)
2018-04-17,41,POINT(-74.0 26.3)
2018-05-26,45,POINT(-117.7 47.7)
2018-04-09,44,POINT(-102.9 40.0)
2018-03-14,16,POINT(-118.9 46.9)
2018-05-02,21,POINT(-106.4 36.6)
2018-01-30,16,POINT(-76.9 40.7)
2018-07-07,2,POINT(-118.2 38.6)
2018-12-30,28,POINT(-98.2 44.9)
2018-12-20,15,POINT(-114.1 45.1)
2018-10-15,21,POINT(-99.2 37.7)
2018-07-14,14,POINT(-78.1 39.0)
2018-06-05,14,POINT(-88.8 47.7)
2018-06-21,4,POINT(-83.2 47.9)
2018-12-01,7,POINT(-102.5 39.9)
2018-02-10,4,POINT(-72.8 20.2)
2018-03-04,5,POINT(-84.5 23.1)
2018-01-23,73,POINT(-98.9 45.7)
2018-12-26,4,POINT(-98.7 22.5)
2018-03-16,7,POINT(-74.1 26.4)
2018-02-17,18,POINT(-91.2 26.9)
2018-06-09,19,POINT(-84.7 38.0)
2018-11-09,4,POINT(-99.1 37.3)
2018-04-28,32,POINT(-108.8 28.7)
