date,number_of_strikes,center_point_geom
2016-02-29,19,POINT(-83.2 37.2)
2016-08-15,7,POINT(-77.0 47.9)
2016-08-26,29,POINT(-101.2 24.2)
2017-07-21,29,POINT(-113.5 45.8)
2016-03-24,7,POINT(-115.9 27.9)
2017-12-15,10,POINT(-88.1 40.7)
2016-02-10,4,POINT(-95.1 38.2)
2017-03-13,2,POINT(-74.9 26.5)
2017-06-12,33,POINT(-72.3 31.1)
2016-04-14,10,POINT(-75.1 36.4)
2017-06-20,7,POINT(-116.2 47.4)
2017-01-16,6,POINT(-105.8 25.5)
2016-04-02,2,POINT(-108.1 30.3)
2016-08-02,84,POINT(-116.6 49.8)
2017-11-26,10,POINT(-74.1 43.7)
2016-08-04,4,POINT(-75.3 31.5)
2017-05-03,40,POINT(-100.5 24.3)
2016-05-30,26,POINT(-72.1 35.0)
2017-01-08,22,POINT(-91.8 37.5)
2017-09-22,8,POINT(-98.3 27.8)
2017-03-24,11,POINT(-92.5 41.4)
2017-02-25,37,POINT(-98.9 36.2)
2017-10-07,21,POINT(-105.4 31.0)
2016-07-25,9,POINT(-110.9 28.7)
2017-12-02,3,POINT(-97.0 28.5)
2017-10-31,47,POINT(-93.5 43.7)
2017-04-21,63,POINT(-78.9 34.9)
2017-08-10,26,POINT(-96.3 28.5)
2017-07-17,24,POINT(-78.5 43.7)
2016-08-13,16,POINT(-72.3 20.7)
2017-08-28,72,POINT(-83.9 49.9)
2017-11-20,24,POINT(-114.0 46.7)
2017-01-21,2,POINT(-96.9 42.3)
2016-04-15,2,POINT(-77.2 28.0)
2016-03-16,67,POINT(-95.4 46.7)
2017-05-30,58,POINT(-79.5 44.5)
2016-07-05,17,POINT(-81.2 44.0)
2017-06-15,5,POINT(-112.0 25.3)
2016-10-01,18,POINT(-103.5 38.5)
2017-10-09,29,POINT(-81.8 47.0)
2017-06-22,1,POINT(-112.0 35.1)
2017-10-09,35,POINT(-98.9 36.5)
2016-01-18,13,POINT(-113.1 32.2)
2016-10-11,13,POINT(-108.2 40.1)
2016-10-28,12,POINT(-105.7 45.8)
2017-05-13,24,POINT(-93.5 35.3)
2017-10-11,5,POINT(-74.4 49.1)
2016-09-13,19,POINT(-100.7 32.1)
2016-08-06,1,POINT(-77.5 23.6)
2017-10-05,34,POINT(-85.2 20.4)
2016-12-22,34,POINT(-81.0 37.4)
2016-09-12,8,POINT(-81.9 44.4)
2017-08-30,3,POINT(-104.9 45.5)
2016-09-30,28,POINT(-108.2 48.9)
2016-11-29,13,POINT(-71.1 35.8)
2017-01-02,52,POINT(-83.1 26.3)
2016-01-15,9,POINT(-101.7 40.3)
2016-06-27,37,POINT(-92.3 46.8)
2017-03-20,1,POINT(-81.2 25.6)
2017-02-06,30,POINT(-117.2 30.4)
2016-03-28,23,POINT(-115.0 43.5)
2016-04-03,15,POINT(-118.7 27.0)
2017-01-29,49,POINT(-111.8 47.0)
2016-01-28,57,POINT(-114.0 45.3)
2017-11-27,54,POINT(-96.8 35.2)
2016-03-15,19,POINT(-105.6 49.9)
2016-02-23,15,POINT(-117.7 28.9)
2016-11-16,7,POINT(-97.5 47.9)
2017-07-12,4,POINT(-91.1 28.7)
2016-08-21,17,POINT(-101.5 40.8)
2017-09-21,4,POINT(-107.0 42.7)
2016-08-17,4,POINT(-100.5 39.5)
2016-11-27,9,POINT(-94.0 36.1)
2017-11-24,5,POINT(-98.2 39.6)
2017-04-16,14,POINT(-115.3 20.7)
2016-11-12,22,POINT(-97.2 46.4)
2016-04-10,24,POINT(-84.0 36.0)
2016-09-04,16,POINT(-79.0 34.5)
2017-04-24,15,POINT(-98.0 37.2)
2017-09-16,13,POINT(-70.3 37.1)
2016-08-08,6,POINT(-77.9 41.9)
2016-12-04,22,POINT(-109.2 22.6)
2016-05-27,22,POINT(-97.2 48.2)
2016-10-22,6,POINT(-105.2 48.2)
2017-12-09,25,POINT(-92.5 20.4)
2017-02-10,40,POINT(-108.8 35.7)
2017-08-03,19,POINT(-118.2 42.0)
2017-04-22,3,POINT(-74.8 28.4)
2016-01-24,8,POINT(-94.0 39.2)
2016-07-04,2,POINT(-74.3 39.7)
2016-06-18,8,POINT(-114.1 26.5)
2017-06-27,5,POINT(-112.4 26.3)
2017-03-13,17,POINT(-108.7 42.6)
2016-10-27,12,POINT(-97.1 41.3)
2017-11-18,26,POINT(-76.0 45.9)
2016-12-29,10,POINT(-87.5 46.5)
2016-06-25,4,POINT(-117.2 24.7)
2016-05-23,6,POINT(-99.6 44.1)
2017-06-06,16,POINT(-83.8 39.9)
2017-04-25,12,POINT(-103.9 39.3)
2017-05-06,1,POINT(-95.4 28.1)
2017-04-30,5,POINT(-84.4 44.9)
2017-10-20,8,POINT(-71.8 49.7)
2017-04-29,26,POINT(-103.3 24.9)
2017-03-12,27,POINT(-82.8 42.2)
2016-07-13,24,POINT(-82.6 31.4)
2017-04-10,35,POINT(-92.9 25.6)
2016-03-16,42,POINT(-79.3 24.2)
2016-06-08,2,POINT(-93.2 26.3)
2017-05-04,14,POINT(-88.8 45.5)
2016-04-09,4,POINT(-78.1 36.4)
2016-04-25,9,POINT(-96.2 46.8)
2017-01-14,22,POINT(-96.1 47.3)
2017-08-17,19,POINT(-90.4 24.5)
2016-03-03,3,POINT(-79.8 38.9)
2016-05-11,29,POINT(-113.6 21.5)
2016-09-04,31,POINT(-81.4 28.2)
2017-01-29,3,POINT(-105.3 25.2)
2017-10-04,20,POINT(-116.4 45.2)
2017-02-14,59,POINT(-80.4 30.9)
2017-03-03,2,POINT(-112.7 49.8)
2017-10-31,4,POINT(-109.3 24.2)
2017-12-28,30,POINT(-84.7 26.9)
2016-11-21,9,POINT(-91.8 39.3)
2017-06-29,63,POINT(-74.0 49.1)
2017-01-09,20,POINT(-72.3 42.0)
2016-10-24,14,POINT(-104.3 23.8)
2016-10-05,9,POINT(-103.8 32.4)
2016-10-22,6,POINT(-109.5 49.9)
2017-06-10,21,POINT(-94.1 22.1)
2016-04-24,18,POINT(-101.1 28.6)
2017-05-07,9,POINT(-119.3 23.7)
2016-02-26,50,POINT(-100.3 44.6)
2016-05-21,29,POINT(-116.9 45.0)
2017-12-19,7,POINT(-80.0 30.3)
2017-10-13,58,POINT(-73.6 30.1)
2017-09-10,29,POINT(-105.2 44.4)
2017-02-12,46,POINT(-87.5 24.7)
2016-03-18,3,POINT(-115.6 44.7)
2016-01-02,1,POINT(-101.8 22.9)
2016-02-04,14,POINT(-91.2 28.8)
2017-01-29,12,POINT(-114.8 35.1)
2016-08-05,41,POINT(-101.1 23.6)
2016-03-07,4,POINT(-72.2 22.2)
2016-03-09,1,POINT(-111.7 28.1)
2016-08-11,16,POINT(-89.0 37.6)
2016-12-26,4,POINT(-78.3 44.4)
2017-04-02,2,POINT(-81.4 42.0)
2016-10-20,1,POINT(-81.4 36.4)
2016-11-21,4,POINT(-117.0 39.8)
2016-07-21,10,POINT(-71.3 36.1)
2017-08-15,44,POINT(-83.6 36.2)
2017-07-31,29,POINT(-72.3 20.5)
2016-10-23,16,POINT(-71.0 31.5)
2016-09-17,12,POINT(-102.1 36.8)
2017-06-01,13,POINT(-92.8 37.8)
2016-05-11,44,POINT(-83.5 35.2)
2016-11-20,26,POINT(-77.5 40.9)
2016-03-08,4,POINT(-71.5 31.0)
2016-05-05,57,POINT(-71.3 24.3)
2017-01-27,30,POINT(-103.6 21.0)
2017-02-05,1,POINT(-86.0 37.1)
2017-11-13,14,POINT(-112.7 34.9)
2016-12-01,22,POINT(-79.5 27.1)
2016-01-29,2,POINT(-112.0 26.6)
2017-11-18,9,POINT(-75.5 37.4)
2017-09-08,21,POINT(-71.0 23.2)
2016-02-14,34,POINT(-115.7 24.1)
2016-04-10,76,POINT(-94.4 27.5)
2016-08-13,3,POINT(-106.8 46.5)
2017-02-22,21,POINT(-96.5 41.2)
2017-09-07,45,POINT(-105.3 36.7)
2016-09-18,26,POINT(-116.7 31.1)
2017-11-07,21,POINT(-100.3 32.5)
2016-10-18,5,POINT(-109.8 25.2)
2016-07-30,34,POINT(-92.5 45.2)
2017-10-17,17,POINT(-86.0 25.5)
2017-03-31,3,POINT(-99.7 42.8)
2016-08-23,55,POINT(-109.8 27.2)
2017-06-17,90,POINT(-110.4 42.7)
2016-03-09,16,POINT(-119.9 29.1)
2017-08-03,30,POINT(-84.9 49.4)
2016-09-02,18,POINT(-107.3 47.6)
2017-07-28,11,POINT(-71.5 46.3)
2016-08-24,11,POINT(-82.6 25.4)
2016-11-26,67,POINT(-105.2 22.5)
2016-12-28,10,POINT(-112.1 48.9)
2017-06-14,14,POINT(-88.8 33.1)
2017-04-09,6,POINT(-76.8 46.3)
2016-08-16,6,POINT(-90.8 34.6)
2017-05-23,9,POINT(-119.5 39.5)
2017-01-16,52,POINT(-80.7 42.7)
2016-05-06,11,POINT(-71.8 36.0)
2017-10-19,17,POINT(-117.6 48.1)
2016-04-23,16,POINT(-79.5 21.4)
2016-08-30,18,POINT(-84.1 45.0)
2016-05-24,35,POINT(-100.1 40.6)
2017-07-06,47,POINT(-88.3 29.9)
2017-11-03,5,POINT(-112.1 34.1)
2017-03-14,40,POINT(-84.0 34.2)
2016-12-03,16,POINT(-90.9 21.3)
2017-02-11,52,POINT(-115.7 36.1)
2017-08-11,50,POINT(-76.6 22.0)
2016-06-16,10,POINT(-113.6 35.5)
2017-09-13,22,POINT(-98.1 26.5)
2017-12-07,42,POINT(-113.4 45.0)
2016-06-15,10,POINT(-87.7 22.1)
2017-06-16,1,POINT(-83.1 28.9)
2016-06-13,9,POINT(-72.6 32.3)
2017-10-03,10,POINT(-107.4 38.1)
2016-09-18,33,POINT(-101.7 49.6)
2017-07-17,8,POINT(-100.7 23.9)
2016-09-17,45,POINT(-115.1 31.2)
2016-06-23,16,POINT(-79.6 40.4)
2016-04-05,18,POINT(-115.9 31.2)
2016-12-22,33,POINT(-103.1 27.2)
2017-01-04,3,POINT(-110.5 44.4)
2017-07-05,1,POINT(-86.8 25.6)
2017-12-21,2,POINT(-74.7 30.1)
2016-05-21,1,POINT(-82.7 27.2)
2016-06-15,25,POINT(-81.3 48.8)
2017-12-03,6,POINT(-116.1 45.1)
2016-11-14,39,POINT(-83.1 33.8)
2017-09-22,43,POINT(-116.9 45.2)
2017-10-19,9,POINT(-95.8 40.5)
2016-11-30,5,POINT(-85.4 30.7)
2017-04-18,14,POINT(-107.3 26.3)
2017-10-02,34,POINT(-85.9 30.8)
2016-05-24,24,POINT(-76.0 35.5)
2016-02-23,1,POINT(-76.1 26.0)
2016-05-01,1,POINT(-110.4 28.2)
2016-05-03,3,POINT(-106.3 39.4)
2016-06-15,9,POINT(-86.7 41.7)
2017-10-16,16,POINT(-77.9 33.7)
2016-01-22,35,POINT(-97.2 49.1)
2016-10-02,4,POINT(-73.9 29.2)
2017-02-11,4,POINT(-91.3 47.4)
2017-04-26,40,POINT(-106.9 28.2)
2016-10-25,52,POINT(-119.0 42.1)
2016-10-03,17,POINT(-79.6 50.0)
2016-11-17,31,POINT(-115.4 45.0)
2016-04-24,9,POINT(-116.1 34.3)
2016-09-28,59,POINT(-81.1 23.7)
2016-06-16,48,POINT(-118.4 49.0)
2017-03-11,38,POINT(-77.9 41.6)
2016-09-20,1,POINT(-90.1 45.1)
2016-09-06,15,POINT(-88.2 37.2)
2017-04-06,1,POINT(-73.1 34.3)
2017-03-14,23,POINT(-76.7 22.4)
2016-12-07,5,POINT(-116.2 21.9)
2017-04-10,21,POINT(-77.4 37.5)
2016-02-27,3,POINT(-86.6 25.7)
2016-01-05,29,POINT(-104.2 40.2)
2017-09-14,26,POINT(-77.3 48.7)
2016-09-21,1,POINT(-118.8 30.7)
2016-09-05,32,POINT(-78.1 42.1)
2016-04-04,4,POINT(-89.0 47.3)
2017-11-27,3,POINT(-106.9 45.3)
2017-04-01,14,POINT(-119.7 22.5)
2016-11-12,18,POINT(-93.9 40.3)
2016-04-28,3,POINT(-98.9 29.1)
2016-07-20,8,POINT(-76.9 47.1)
2016-02-22,11,POINT(-80.6 25.1)
2016-11-12,58,POINT(-90.5 26.7)
2017-11-03,6,POINT(-112.5 34.8)
2016-08-31,7,POINT(-83.7 29.9)
2016-04-03,22,POINT(-90.3 30.8)
2017-07-05,26,POINT(-118.9 32.7)
2016-10-06,1,POINT(-81.9 24.3)
2016-04-01,3,POINT(-78.4 22.9)
2016-02-07,9,POINT(-81.3 25.8)
2017-02-16,20,POINT(-111.2 36.0)
2016-08-30,3,POINT(-94.9 32.0)
2016-12-29,9,POINT(-93.6 39.9)
2017-10-09,2,POINT(-73.3 40.8)
2016-03-04,17,POINT(-73.7 38.9)
2016-07-19,12,POINT(-116.9 26.8)
2016-11-02,32,POINT(-70.0 38.7)
2016-06-23,18,POINT(-80.7 36.9)
2017-11-19,22,POINT(-101.2 39.1)
2017-08-19,23,POINT(-82.8 27.5)
2017-11-02,18,POINT(-101.2 49.7)
2017-11-24,1,POINT(-73.2 49.6)
2017-07-01,36,POINT(-101.1 46.4)
2016-04-08,50,POINT(-81.7 27.1)
2016-08-13,16,POINT(-112.2 42.6)
2017-07-02,3,POINT(-77.4 23.8)
2016-09-29,22,POINT(-89.0 47.5)
2016-07-04,10,POINT(-79.6 26.7)
2017-03-27,2,POINT(-99.1 33.2)
2017-07-14,39,POINT(-102.7 39.3)
2017-05-19,25,POINT(-93.4 31.0)
2016-04-03,33,POINT(-100.6 27.2)
2016-11-02,32,POINT(-94.3 43.8)
2017-05-31,9,POINT(-98.5 44.4)
2016-06-22,14,POINT(-110.2 34.3)
2017-11-25,6,POINT(-71.2 29.0)
2016-03-13,29,POINT(-119.2 41.3)
2016-05-24,15,POINT(-73.7 47.0)
2017-10-25,21,POINT(-78.6 44.1)
2016-02-25,9,POINT(-99.0 36.8)
2017-11-25,23,POINT(-103.9 21.8)
2017-09-25,23,POINT(-111.8 47.6)
2016-08-31,30,POINT(-113.3 47.3)
2016-07-22,4,POINT(-92.5 27.7)
2017-08-13,20,POINT(-114.7 40.6)
2016-01-16,43,POINT(-96.2 31.2)
2016-05-05,2,POINT(-79.3 26.6)
2017-08-21,65,POINT(-82.1 20.3)
2017-04-10,5,POINT(-113.4 31.0)
2017-03-03,56,POINT(-71.9 26.3)
2016-12-16,41,POINT(-105.7 20.7)
2017-07-08,30,POINT(-84.7 35.8)
2016-03-19,5,POINT(-105.0 27.0)
2017-05-15,5,POINT(-89.1 37.7)
2017-01-13,7,POINT(-91.4 32.5)
2016-09-20,34,POINT(-111.1 30.2)
2016-10-31,5,POINT(-87.4 31.3)
2017-05-02,18,POINT(-103.7 37.2)
2016-05-04,31,POINT(-89.4 45.0)
2017-09-09,13,POINT(-92.9 40.1)
2017-10-07,37,POINT(-77.9 23.3)
2016-03-21,17,POINT(-109.3 37.0)
2017-09-12,19,POINT(-112.4 43.1)
2016-06-23,23,POINT(-77.3 29.3)
2017-11-06,38,POINT(-97.8 38.8)
2016-05-04,1,POINT(-80.9 20.0)
2016-12-13,10,POINT(-72.0 48.2)
2017-01-01,66,POINT(-92.8 28.0)
2017-06-18,3,POINT(-105.0 47.2)
2017-02-18,6,POINT(-80.3 26.5)
2017-07-27,17,POINT(-73.5 46.9)
2017-12-24,40,POINT(-107.7 36.6)
2016-09-08,3,POINT(-85.6 25.5)
2017-08-30,1,POINT(-81.0 29.6)
2017-12-21,24,POINT(-118.7 44.9)
2017-07-22,19,POINT(-90.4 48.6)
2016-08-21,7,POINT(-88.3 46.3)
2016-12-23,64,POINT(-88.2 46.1)
2016-11-21,17,POINT(-115.8 20.1)
2016-03-05,22,POINT(-118.9 33.5)
2016-10-19,10,POINT(-105.3 45.1)
2016-11-19,51,POINT(-102.1 21.1)
2016-11-26,7,POINT(-112.8 40.8)
2017-06-12,28,POINT(-94.5 35.0)
2016-05-14,3,POINT(-108.6 43.7)
2017-02-22,16,POINT(-103.1 27.8)
2016-05-09,18,POINT(-105.4 46.5)
2017-07-02,5,POINT(-81.4 28.9)
2017-07-22,8,POINT(-76.1 48.5)
2016-12-22,4,POINT(-105.1 39.2)
2017-06-05,38,POINT(-101.2 25.9)
2017-04-04,22,POINT(-79.2 43.3)
2017-08-15,12,POINT(-82.0 36.0)
2017-08-24,17,POINT(-84.6 32.2)
2017-09-23,9,POINT(-84.6 34.2)
2017-09-05,12,POINT(-105.1 32.0)
2017-05-09,20,POINT(-73.2 41.2)
2017-06-22,5,POINT(-79.5 27.8)
2016-09-17,3,POINT(-109.4 35.4)
2017-07-26,58,POINT(-86.9 42.7)
2016-05-15,6,POINT(-112.3 24.3)
2017-08-31,14,POINT(-91.1 28.8)
2017-10-22,29,POINT(-105.5 26.4)
2016-08-14,17,POINT(-114.7 37.2)
2016-08-15,21,POINT(-89.8 32.4)
2016-09-14,4,POINT(-75.8 29.7)
2017-02-17,11,POINT(-113.0 30.7)
2016-08-07,24,POINT(-75.0 34.1)
2016-08-23,5,POINT(-113.6 32.6)
2016-01-20,14,POINT(-82.9 41.2)
2017-02-27,18,POINT(-70.5 40.8)
2017-02-16,32,POINT(-115.3 20.8)
2017-01-23,5,POINT(-109.4 41.3)
2016-12-10,77,POINT(-96.8 26.7)
2017-10-11,69,POINT(-83.1 32.6)
2017-04-11,1,POINT(-75.1 26.7)
2016-07-07,10,POINT(-83.5 23.6)
2017-09-08,2,POINT(-81.4 37.5)
2017-01-02,8,POINT(-97.4 48.5)
2017-01-19,19,POINT(-102.2 31.2)
2016-04-07,19,POINT(-94.6 40.3)
2016-09-26,3,POINT(-87.5 33.6)
2017-10-26,23,POINT(-94.9 25.4)
2016-08-05,38,POINT(-80.5 47.6)
2016-01-21,20,POINT(-112.1 33.5)
2016-09-28,8,POINT(-100.2 20.3)
2017-12-14,1,POINT(-116.7 33.7)
2016-06-08,21,POINT(-86.4 20.2)
2017-05-06,23,POINT(-82.1 43.8)
2017-03-04,25,POINT(-86.6 31.0)
2017-07-29,1,POINT(-72.2 38.4)
2017-08-18,15,POINT(-73.4 43.0)
2017-08-07,11,POINT(-106.5 20.8)
2017-07-25,30,POINT(-107.8 35.5)
2017-10-20,26,POINT(-118.7 39.1)
2016-02-16,61,POINT(-94.9 34.1)
2016-08-10,46,POINT(-76.9 29.2)
2016-06-06,17,POINT(-112.1 33.9)
2016-02-16,79,POINT(-90.3 31.8)
2017-12-22,4,POINT(-84.0 38.3)
2017-06-16,1,POINT(-101.6 34.1)
2016-12-16,3,POINT(-84.9 23.9)
2016-11-14,9,POINT(-78.1 22.5)
2016-08-18,29,POINT(-119.5 24.9)
2016-10-24,10,POINT(-83.2 22.0)
2017-03-20,31,POINT(-90.0 27.6)
2016-04-14,28,POINT(-77.8 22.1)
2017-09-29,32,POINT(-113.1 38.1)
2016-10-25,5,POINT(-79.6 33.3)
2016-03-08,15,POINT(-112.9 27.7)
2017-06-21,25,POINT(-90.8 20.4)
2017-11-03,7,POINT(-106.5 24.4)
2017-09-11,37,POINT(-108.0 40.0)
2017-08-18,31,POINT(-95.1 27.5)
2016-02-10,3,POINT(-82.1 30.0)
2016-07-18,5,POINT(-87.7 22.3)
2017-07-01,6,POINT(-70.6 36.4)
2017-01-09,43,POINT(-114.0 44.1)
2017-02-09,5,POINT(-83.9 30.6)
2016-08-21,20,POINT(-117.2 23.4)
2017-05-22,2,POINT(-102.1 48.6)
2016-08-29,17,POINT(-102.8 35.3)
2016-12-04,4,POINT(-107.2 22.7)
2016-01-20,18,POINT(-93.4 34.9)
2017-10-25,10,POINT(-107.8 21.3)
2016-06-19,19,POINT(-101.6 21.7)
2016-08-03,11,POINT(-77.0 29.6)
2016-01-16,39,POINT(-103.8 40.3)
2016-10-09,29,POINT(-70.7 41.2)
2016-10-27,38,POINT(-106.2 47.0)
2016-06-13,6,POINT(-74.8 23.2)
2017-11-21,4,POINT(-98.4 33.9)
2016-09-14,17,POINT(-74.6 34.3)
2017-08-10,42,POINT(-98.7 33.8)
2017-09-08,3,POINT(-81.5 45.2)
2016-12-18,6,POINT(-100.0 44.3)
2016-03-27,28,POINT(-89.0 35.2)
2017-06-09,13,POINT(-117.4 43.4)
2016-01-09,19,POINT(-90.0 21.8)
2017-04-07,18,POINT(-104.2 36.0)
2017-06-19,11,POINT(-70.2 22.8)
2017-09-15,25,POINT(-79.5 46.0)
2016-10-23,39,POINT(-116.0 35.1)
2016-08-04,48,POINT(-110.1 20.5)
2016-08-15,1,POINT(-89.2 36.5)
2016-02-01,17,POINT(-105.0 42.1)
2017-03-06,1,POINT(-109.4 24.0)
2016-06-18,47,POINT(-102.2 28.5)
2016-08-18,12,POINT(-114.7 33.4)
2016-03-10,47,POINT(-92.3 32.4)
2016-04-20,5,POINT(-105.8 35.1)
2016-03-29,4,POINT(-76.6 20.5)
2016-01-02,48,POINT(-118.4 42.1)
2016-02-25,56,POINT(-102.5 29.5)
2017-10-31,30,POINT(-92.5 41.1)
2016-09-27,6,POINT(-108.2 45.7)
2016-09-30,4,POINT(-117.1 40.6)
2017-06-27,28,POINT(-116.4 40.2)
2016-09-26,21,POINT(-112.0 37.4)
2016-07-08,42,POINT(-106.4 20.0)
2017-12-22,7,POINT(-84.7 47.1)
2017-04-27,8,POINT(-96.3 45.0)
2016-11-03,27,POINT(-118.4 25.8)
2016-01-22,7,POINT(-112.2 25.4)
2016-01-14,13,POINT(-101.6 21.1)
2017-04-30,15,POINT(-99.0 31.4)
2017-12-18,23,POINT(-116.8 49.6)
2017-06-29,9,POINT(-113.9 22.9)
2017-04-08,40,POINT(-106.9 37.0)
2017-07-21,11,POINT(-78.2 27.9)
2017-03-08,1,POINT(-109.5 45.8)
2017-07-28,2,POINT(-108.7 35.2)
2017-02-03,72,POINT(-95.3 45.6)
2017-08-14,20,POINT(-75.4 47.9)
2017-07-05,14,POINT(-93.6 39.0)
2016-10-05,41,POINT(-116.0 28.5)
2016-04-19,26,POINT(-110.7 33.5)
2016-02-17,5,POINT(-77.2 38.9)
2016-03-22,1,POINT(-76.2 39.5)
2017-11-16,81,POINT(-80.2 22.0)
2017-09-16,20,POINT(-92.9 30.5)
2016-10-04,13,POINT(-98.0 36.0)
2017-01-15,58,POINT(-106.6 30.1)
2016-11-05,10,POINT(-92.6 37.3)
2017-07-05,26,POINT(-85.9 25.3)
2017-06-25,23,POINT(-90.0 21.0)
2016-08-27,23,POINT(-108.7 30.2)
2016-07-01,23,POINT(-74.8 37.0)
2016-07-02,1,POINT(-100.5 20.3)
2017-07-07,35,POINT(-75.8 38.3)
2017-04-10,52,POINT(-100.1 30.6)
2017-09-30,12,POINT(-118.1 49.8)
2017-03-12,17,POINT(-83.1 43.5)
2017-08-16,8,POINT(-74.0 28.7)
2016-08-20,31,POINT(-107.3 49.1)
2017-12-04,27,POINT(-92.9 28.4)
2016-01-01,27,POINT(-79.6 23.2)
2017-05-19,27,POINT(-103.9 20.8)
2016-12-27,5,POINT(-105.7 43.5)
2017-12-19,3,POINT(-99.4 29.6)
2017-12-09,8,POINT(-92.5 49.5)
2016-10-09,18,POINT(-92.4 38.5)
2017-06-12,11,POINT(-95.7 24.9)
2016-06-17,6,POINT(-79.0 30.1)
2016-07-04,1,POINT(-112.4 35.4)
2016-05-01,3,POINT(-115.7 41.7)
2017-03-16,3,POINT(-111.6 37.7)
2017-09-30,63,POINT(-84.8 27.8)
2017-11-08,31,POINT(-112.7 34.3)
2017-04-18,3,POINT(-103.9 26.5)
2016-05-01,13,POINT(-76.0 30.5)
2017-10-21,22,POINT(-113.0 28.6)
2016-10-18,65,POINT(-93.6 47.0)
2016-09-03,7,POINT(-94.7 43.6)
2016-07-06,7,POINT(-118.3 35.9)
2017-06-06,17,POINT(-114.2 25.2)
2016-10-10,39,POINT(-72.5 37.8)
2017-07-10,7,POINT(-71.9 30.6)
2016-05-03,3,POINT(-76.3 21.1)
2016-09-03,7,POINT(-98.4 40.7)
2017-02-09,12,POINT(-90.4 27.7)
2016-12-02,9,POINT(-78.8 27.0)
2016-06-07,40,POINT(-86.2 39.9)
2016-09-23,58,POINT(-75.2 46.1)
2016-10-18,10,POINT(-104.2 28.5)
2017-08-12,35,POINT(-88.8 43.3)
2016-05-30,2,POINT(-91.6 46.6)
2016-10-11,17,POINT(-70.8 26.3)
2016-05-30,36,POINT(-76.1 47.5)
2016-05-03,11,POINT(-111.7 28.5)
2016-09-28,4,POINT(-117.1 26.5)
2016-12-05,7,POINT(-97.7 30.8)
2017-12-29,14,POINT(-92.7 26.8)
2017-10-20,38,POINT(-80.5 37.2)
2017-12-30,28,POINT(-112.0 34.2)
2017-08-30,2,POINT(-74.0 40.1)
2017-03-22,16,POINT(-91.4 41.7)
2017-07-15,42,POINT(-77.9 22.5)
2017-04-01,18,POINT(-78.2 24.6)
2017-07-08,2,POINT(-72.4 43.7)
2017-06-14,35,POINT(-87.1 22.0)
2016-04-22,48,POINT(-80.8 39.8)
2017-12-25,10,POINT(-79.0 39.9)
2017-06-13,8,POINT(-96.6 42.1)
2017-10-07,16,POINT(-98.4 26.6)
2017-06-09,83,POINT(-72.7 24.5)
2016-03-04,37,POINT(-116.7 33.5)
2017-01-27,34,POINT(-72.4 21.3)
2017-11-05,5,POINT(-91.1 45.3)
2017-05-13,46,POINT(-105.3 42.4)
2017-06-01,17,POINT(-92.1 46.5)
2016-12-20,50,POINT(-88.1 22.1)
2017-09-24,22,POINT(-114.5 47.6)
2016-06-01,36,POINT(-86.5 42.7)
2016-11-24,4,POINT(-74.9 23.4)
2017-11-20,25,POINT(-71.4 23.1)
2017-04-23,6,POINT(-90.0 47.0)
2017-01-25,4,POINT(-103.6 34.0)
2017-07-28,18,POINT(-91.8 50.0)
2017-02-15,19,POINT(-119.9 39.1)
2016-09-14,14,POINT(-74.0 40.6)
2017-07-30,2,POINT(-80.8 34.0)
2017-05-21,6,POINT(-111.7 33.1)
2017-11-29,6,POINT(-89.5 44.1)
2017-12-11,8,POINT(-119.0 33.5)
2016-10-20,20,POINT(-109.2 35.0)
2017-04-21,12,POINT(-111.5 31.7)
2017-12-05,70,POINT(-112.2 25.9)
2017-05-22,1,POINT(-92.4 45.5)
2016-04-28,5,POINT(-71.8 26.6)
2017-11-21,18,POINT(-113.5 29.1)
2017-04-22,43,POINT(-76.4 37.8)
2017-07-17,1,POINT(-115.9 29.8)
2017-09-13,44,POINT(-115.9 30.6)
2017-09-01,15,POINT(-88.6 20.1)
2016-11-14,31,POINT(-91.3 44.0)
2017-01-29,60,POINT(-102.8 34.8)
2016-02-17,5,POINT(-93.3 25.9)
2017-09-04,18,POINT(-82.3 41.4)
2017-03-13,44,POINT(-81.3 39.7)
2017-04-19,38,POINT(-119.4 31.3)
2017-08-08,15,POINT(-116.1 37.3)
2017-07-03,60,POINT(-119.8 40.0)
2017-12-28,25,POINT(-119.2 21.9)
2016-05-15,15,POINT(-78.0 32.5)
2017-06-01,2,POINT(-115.8 35.7)
2016-11-19,14,POINT(-84.4 41.7)
2016-07-15,11,POINT(-71.0 31.5)
2016-04-20,8,POINT(-79.0 25.1)
2017-07-03,58,POINT(-116.7 22.7)
2016-04-24,52,POINT(-75.3 44.3)
2017-11-27,9,POINT(-72.1 34.4)
2017-12-24,12,POINT(-84.7 26.9)
2017-05-02,28,POINT(-89.2 44.1)
2016-12-30,37,POINT(-89.9 44.4)
2017-04-28,3,POINT(-79.0 39.5)
2016-11-05,14,POINT(-92.3 23.6)
2016-04-22,50,POINT(-103.3 29.1)
2016-09-26,22,POINT(-71.5 46.5)
2016-11-15,16,POINT(-117.6 23.6)
2016-06-23,26,POINT(-86.7 41.0)
2016-01-19,22,POINT(-90.7 27.7)
2016-07-21,58,POINT(-88.0 21.0)
2016-05-05,49,POINT(-87.9 40.7)
2017-04-11,11,POINT(-113.8 27.9)
2016-09-10,1,POINT(-113.3 42.3)
